Time	ejabberd-nolog-1	ejabberd-nolog-2	openfire-log-1	openfire-log-2	openfire-log-4	openfire-log-8	openfire-nolog-1	openfire-nolog-2	openfire-nolog-4	openfire-nolog-8
1248	99.8	99.8	0	0	1.65	0	0	0	226.4	231.4625
1250	99.8	99.8	0	0	1.65	0	0	0	229.825	231.45
1252	99.8	99.8	0	0	1.65	0	0	0	230.625	187.4875
1253	99.8	99.8	0	0	1.65	0	0	0	228.025	228.9125
1254	99.8	99.8	0	0	1.65	0	0	0	226.225	166.6875
1255	99.8	99.8	0	0	1.65	0	0	0	234.45	229.75
1257	99.8	99.8	0	0	1.65	0	0	0	228.35	203.35
1259	99.8	99.8	0	0	1.65	0	0	0	231.5	222.975
1260	99.8	99.8	0	0	1.65	0	0	0	224.725	148.8625
1261	99.8	99.8	0	0	1.65	0	0	0	221.45	227.3375
1262	99.8	99.8	0	0	1.65	0	0	0	228.35	131.425
1263	99.8	99.8	0	0	1.65	0	0	0	238.225	227.4625
1264	99.8	99.8	0	0	1.65	0	0	0	229.25	103.45
1266	99.8	99.8	0	0	1.65	0	0	0	228.3	213.875
1268	93.2	93.2	0	0	1.65	0	0	0	234.7	220.075
1270	106.5	106.5	0	0	1.65	0	0	0	229.725	216.4875
1272	99.8	99.8	0	0	1.65	0	0	0	219.75	221.4875
1273	99.8	99.8	0	0	1.65	0	0	0	233.025	100.9125
1274	99.8	99.8	0	0	1.65	0	0	0	218.2	218.2
1275	99.8	99.8	0	0	1.65	0	0	0	220.9	222.1875
1276	99.8	99.8	0	0	1.65	0	0	0	221.75	227.3875
1277	99.7	99.7	0	0	1.65	0	0	0	211.725	223.8375
1279	106.5	106.5	0	0	1.65	0	0	0	231.425	234.7
1281	99.8	99.8	0	0	1.65	0	0	0	244.875	224.775
1283	99.8	99.8	0	0	1.65	0	0	0	233.35	224.6875
1285	99.8	99.8	0	0	1.65	0	0	0	236.675	224.0125
1286	99.8	99.8	0	0	1.65	0	0	0	251.075	80.1
1287	99.8	99.8	0	0	1.65	0	0	0	230.275	224.0375
1288	99.8	99.8	0	0	1.65	0	0	0	223.225	223.95
1289	99.8	99.8	0	0	1.65	0	0	0	204.725	228.875
1290	99.8	99.8	0	0	1.65	0	0	0	214.775	231.9875
1292	99.8	99.8	0	0	1.65	0	0	0	208.3	233.125
1293	99.8	99.8	0	0	1.65	0	0	0	230.025	67.925
1294	106.4	106.4	0	0	1.65	0	0	0	229.85	221.1125
1295	99.8	99.8	0	0	1.65	0	0	0	231.45	218.925
1296	99.8	99.8	0	0	1.65	0	0	0	219.8	67.7875
1297	99.8	99.8	0	0	1.65	0	0	0	227.6	214.75
1298	99.8	99.8	0	0	1.65	0	0	0	228.225	223.7
1299	99.8	99.8	0	0	1.65	0	0	0	218.35	229.8125
1301	99.8	99.8	0	0	1.65	0	0	0	236.6	239.0125
1302	99.8	99.8	0	0	1.65	0	0	0	221.3	236.975
1303	99.8	99.8	0	0	1.65	0	0	0	244.575	59.5875
1305	93.2	93.2	0	0	1.65	0	0	0	219.925	222.125
1307	99.8	99.8	0	0	1.65	0	0	0	224.725	223.175
1309	99.8	99.8	0	0	1.65	0	0	0	208.525	42.175
1310	99.8	99.8	0	0	1.65	0	0	0	216.475	237.3875
1312	99.8	99.8	0	0	1.65	0	0	0	229.725	235.3375
1314	99.8	99.8	0	0	1.65	0	0	0	220.05	222.4
1316	99.8	99.8	0	0	1.65	0	0	0	221.675	7.45
1317	99.8	99.8	0	0	1.65	0	0	0	232.8	214.125
1318	99.8	99.8	0	0	1.65	0	0	0	226.4	211.375
1319	99.8	99.8	0	0	1.65	0	0	0	238.675	219.1125
1321	99.8	99.8	0	0	1.65	0	0	0	191.725	229.9375
1322	99.7	99.7	0	0	1.65	0	0	0	230.625	229.725
1324	106.4	106.4	0	0	1.65	0	0	0	224.95	227.825
1325	99.8	99.8	0	0	1.65	0	0	0	243.2	219.0875
1327	99.8	99.8	0	0	1.65	0	0	0	218.325	231.4625
1328	99.8	99.8	0	0	1.65	0	0	0	214.4	219.75
1330	106.5	106.5	0	0	1.65	0	0	0	224.85	228.675
1332	99.8	99.8	0	0	1.65	0	0	0	194.55	224.7
1334	99.8	99.8	0	0	1.65	0	0	0	226.075	223.6625
1335	106.5	106.5	0	0	1.65	0	0	0	233.975	225.7875
1337	99.8	99.8	0	0	1.65	0	0	0	227.75	222.4
1338	99.8	99.8	0	0	1.65	0	0	0	223.375	238.0625
1340	99.8	99.8	0	0	1.65	0	0	0	236.325	223.05
1341	99.8	99.8	0	0	1.65	0	0	0	210.8	233.575
1343	99.8	99.8	0	0	1.65	0	0	0	213.075	226.55
1345	99.8	99.8	0	0	1.65	0	0	0	228.1	220.7
1347	99.8	99.8	0	0	1.65	0	0	0	224.575	223.5625
1348	99.8	99.8	0	0	1.65	0	0	0	222.825	229.6
1350	99.8	99.8	0	0	1.65	0	0	0	221.425	220.1375
1351	99.8	99.8	0	0	1.65	0	0	0	204.15	220.25
1353	99.8	99.8	0	0	1.65	0	0	0	226.75	224.8125
1354	99.8	99.8	0	0	1.65	0	0	0	211.875	233.6375
1356	99.8	99.8	0	0	1.65	0	0	0	224.175	206.1375
1358	99.8	99.8	0	0	1.65	0	0	0	223.225	220.425
1360	99.8	99.8	0	0	1.65	0	0	0	216.925	209.625
1362	99.5	99.5	0	0	1.65	0	0	0	208.3	208.2875
1364	99.8	99.8	0	0	1.65	0	0	0	229.85	215.65
1365	99.8	99.8	0	0	1.65	0	0	0	216.075	219.525
1367	99.8	99.8	0	0	1.65	0	0	0	227.6	208.325
1369	99.8	99.8	0	0	1.65	0	0	0	226.35	211.0125
1371	99.8	99.8	0	0	1.65	0	0	0	236.6	207.575
1373	106.5	106.5	0	0	1.65	0	0	0	228.05	196.7875
1375	99.8	99.8	0	0	1.65	0	0	0	221.625	195.125
1377	99.8	99.8	0	0	1.65	0	0	0	226.375	187.4875
1379	99.8	99.8	0	0	1.65	0	0	0	225.175	166.6875
1380	99.8	99.8	0	0	1.65	0	0	0	228.05	163.7625
1382	99.8	99.8	0	0	1.65	0	0	0	219.875	169.075
1384	99.7	99.7	0	0	1.65	0	0	0	220.05	148.8625
1386	99.8	99.8	0	0	1.65	0	0	0	207.125	131.425
1388	99.8	99.8	0	0	1.65	0	0	0	206.675	103.45
1390	99.8	99.8	0	0	1.65	0	0	0	222.675	118.8625
1391	99.8	99.8	0	0	1.65	0	0	0	235.775	115.7625
1393	99.8	99.8	0	0	1.65	0	0	0	209.825	117.525
1395	99.8	99.8	0	0	1.65	0	0	0	221.6	110.825
1397	99.8	99.8	0	0	1.65	0	0	0	218.325	100.9125
1399	99.8	99.8	0	0	1.65	0	0	0	196.45	90.2375
1401	99.8	99.8	0	0	1.65	0	0	0	181.8	99.2625
1402	99.8	99.8	0	0	1.65	0	0	0	233.25	93.4
1404	99.8	99.8	0	0	1.65	0	0	0	226.075	88.5875
1406	99.8	99.8	0	0	1.65	0	0	0	170.025	82.65
1408	99.8	99.8	0	0	1.65	0	0	0	185.225	81.9625
1410	99.8	99.8	0	0	1.65	0	0	0	236.325	80.1
1412	99.8	99.8	0	0	1.65	0	0	0	150.475	75.275
1414	99.8	99.8	0	0	1.65	0	0	0	135.525	66.1625
1415	99.8	99.8	0	0	1.65	0	0	0	214.525	67
1417	99.8	99.8	0	0	1.65	0	0	0	224.575	67.925
1419	99.8	99.8	0	0	1.65	0	0	0	148.8	66.9875
1421	99.8	99.8	0	0	1.65	0	0	0	150.3	67.7875
1422	99.8	99.8	0	0	1.65	0	0	0	231.35	67.025
1424	99.8	99.8	0	0	1.65	0	0	0	224.625	61.25
1426	99.8	99.8	0	0	1.65	0	0	0	145.525	62.8
1428	99.8	99.8	0	0	1.65	0	0	0	219.65	59.5875
1430	99.8	99.8	0	0	1.65	0	0	0	216.925	57.95
1431	99.8	99.8	0	0	1.65	0	0	0	237.725	54.5625
1433	99.8	99.8	0	0	1.65	0	0	0	231.6	42.175
1435	99.8	99.8	0	0	1.65	0	0	0	214.5	20.675
1437	99.8	99.8	0	0	1.65	0	0	0	221.55	22.35
1439	99.8	99.8	0	0	1.65	0	0	0	139.15	14.9125
1441	99.8	99.8	0	0	1.65	0	0	0	223	7.45
1442	99.8	99.8	0	0	1.65	0	0	0	228.05	0
1444	99.8	99.8	0	0	1.65	0	0	0	211.75	0
1446	99.8	99.8	0	0	1.65	0	0	0	229.875	0
1448	99.8	99.8	0	0	1.65	0	0	0	216.65	0
1449	99.8	99.8	0	0	1.65	0	0	0	224.875	0
1451	99.8	99.8	0	0	1.65	0	0	0	214.925	0
1453	99.8	99.8	0	0	1.65	0	0	0	224.925	0.825
1454	99.8	99.8	0	0	1.65	0	0	0	221.45	0
1456	99.8	99.8	0	0	1.65	0	0	0	207.125	0.825
1458	99.8	99.8	0	0	1.65	0	0	0	206.675	12.4
1460	99.8	99.8	0	0	1.65	0	0	0	222.675	9.1125
1461	99.8	99.8	0	0	1.65	0	0	0	150.475	14.075
1463	99.8	99.8	0	0	1.65	0	0	0	209.825	0.825
1465	99.8	99.8	0	0	1.65	0	0	0	178.6	0
1467	99.8	99.8	0	0	1.65	0	0	0	208.475	0
1469	99.8	99.8	0	0	1.65	0	0	0	196.45	0
1471	99.8	99.8	0	0	1.65	0	0	0	181.8	0
1473	99.8	99.8	0	0	1.65	0	0	0	188.8	0.825
1475	99.8	99.8	0	0	1.65	0	0	0	188.475	0.825
1477	93.1	93.1	0	0	1.65	0	0	0	175.025	1.65
1478	99.8	99.8	0	0	1.65	0	0	0	185.225	1.6625
1480	99.7	99.7	0	0	1.65	0	0	0	162.025	0.825
1482	99.8	99.8	0	0	1.65	0	0	0	150.475	0
1483	99.8	99.8	0	0	1.65	0	0	0	142.2	2.475
1485	99.8	99.8	0	0	1.65	0	0	0	136.85	0.825
1487	99.8	99.8	0	0	1.65	0	0	0	117.325	0.825
1489	99.8	99.8	0	0	1.65	0	0	0	148.8	0
1490	99.8	99.8	0	0	1.65	0	0	0	132.2	0.825
1492	99.8	99.8	0	0	1.65	0	0	0	151.875	0.825
1494	99.8	99.8	0	0	1.65	0	0	0	137.4	0
1496	99.8	99.8	0	0	1.65	0	0	0	145.525	0.825
1497	99.8	99.8	0	0	1.65	0	0	0	130.775	1.65
1499	99.8	99.8	0	0	1.65	0	0	0	143.65	1.65
1501	99.8	99.8	0	0	1.65	0	0	0	139.1	0
1503	99.8	99.8	0	0	1.65	0	0	0	152.225	0.825
1505	99.8	99.8	0	0	1.65	0	0	0	135.675	1.65
1507	99.8	99.8	0	0	1.65	0	0	0	123.825	1.65
1508	99.8	99.8	0	0	1.65	0	0	0	137.275	0
1510	99.8	99.8	0	0	1.65	0	0	0	135.825	1.65
1512	99.8	99.8	0	0	1.65	0	0	0	130.625	0
1514	99.8	99.8	0	0	1.65	0	0	0	146.775	0
1516	99.8	99.8	0	0	1.65	0	0	0	150.5	0
1518	99.8	99.8	0	0	1.65	0	0	0	142.05	0
1520	99.8	99.8	0	0	1.65	0	0	0	132.375	0.825
1521	99.8	99.8	0	0	1.65	0	0	0	148.825	0.825
1523	99.8	99.8	0	0	1.65	0	0	0	145.375	0
1525	99.8	99.8	0	0	1.65	0	0	0	155.2	0.825
1527	99.8	99.8	0	0	1.65	0	0	0	153.125	0
1528	99.8	99.8	0	0	1.65	0	0	0	157.225	0.825
1530	99.8	99.8	0	0	1.65	0	0	0	133.925	0
1531	106.5	106.5	0	0	1.65	0	0	0	150.475	0.825
1533	99.8	99.8	0	0	1.65	0	0	0	143.9	0.825
1535	99.8	99.8	0	0	1.65	0	0	0	135.6	0.825
1537	99.8	99.8	0	0	1.65	0	0	0	132.55	0.825
1538	99.8	99.8	0	0	1.65	0	0	0	153.8	0.825
1540	99.8	99.8	0	0	1.65	0	0	0	150.175	1.65
1542	99.8	99.8	0	0	1.65	0	0	0	151.975	0.825
1544	99.8	99.8	0	0	1.65	0	0	0	137.25	0.825
1546	99.8	99.8	0	0	1.65	0	0	0	140.625	0.825
1548	99.8	99.8	0	0	1.65	0	0	0	148.875	0.825
1550	99.8	99.8	0	0	1.65	0	0	0	145.425	0.825
1552	99.8	99.8	0	0	1.65	0	0	0	139.1	2.475
1554	99.8	99.8	0	0	1.65	0	0	0	147.325	2.475
1555	106.4	106.4	0	0	1.65	0	0	0	142.1	0
1557	99.8	99.8	0	0	1.65	0	0	0	117.325	0
1559	93.2	93.2	0	0	1.65	0	0	0	147.2	0.825
1560	99.8	99.8	0	0	1.65	0	0	0	148.95	0
1562	99.8	99.8	0	0	1.65	0	0	0	151.875	0
1564	99.8	99.8	0	0	1.65	0	0	0	137.4	0
1566	99.8	99.8	0	0	1.65	0	0	0	140.3	0
1567	99.8	99.8	0	0	1.65	0	0	0	135.75	1.65
1569	99.8	99.8	0	0	1.65	0	0	0	145.575	0
1571	99.8	99.8	0	0	1.65	0	0	0	152.125	0
1572	99.8	99.8	0	0	1.65	0	0	0	128.975	0.825
1574	99.8	99.8	0	0	1.65	0	0	0	137.275	0.825
1576	99.8	99.8	0	0	1.65	0	0	0	134	0
1578	99.8	99.8	0	0	1.65	0	0	0	127.375	1.65
1580	99.8	99.8	0	0	1.65	0	0	0	147.35	9.925
1582	99.8	99.8	0	0	1.65	0	0	0	130.625	11.5875
1583	99.8	99.8	0	0	1.65	0	0	0	138.95	6.625
1585	99.8	99.8	0	0	1.65	0	0	0	142.025	0
1587	99.8	99.8	0	0	1.65	0	0	0	133.975	0
1588	99.8	99.8	0	0	1.65	0	0	0	141.725	0
1589	99.8	99.8	0	0	1.65	0	0	0	137.475	0
1590	99.8	99.8	0	0	1.65	0	0	0	132.375	0
1591	99.8	99.8	0	0	1.65	0	0	0	145.625	0
1592	99.8	99.8	0	0	1.65	0	0	0	130.8	0
1593	99.8	99.8	0	0	1.65	0	0	0	130.675	0
1594	99.8	99.8	0	0	1.65	0	0	0	140.675	0
1595	99.8	99.8	0	0	1.65	0	0	0	150.675	0
1597	99.8	99.8	0	0	1.65	0	0	0	135.625	0
1598	99.8	99.8	0	0	1.65	0	0	0	127.4	0
1600	99.8	99.8	0	0	1.65	0	0	0	143.625	0
1602	99.8	99.8	0	0	1.65	0	0	0	138.75	0
1603	99.8	99.8	0	0	1.65	0	0	0	140.625	0
1604	99.7	99.7	0	0	1.65	0	0	0	143.925	0
1605	99.8	99.8	0	0	1.65	0	0	0	147.075	0
1607	99.8	99.8	0	0	1.65	0	0	0	139	0
1608	99.8	99.8	0	0	1.65	0	0	0	138.6	0
1609	99.8	99.8	0	0	1.65	0	0	0	122.4	0
1610	99.8	99.8	0	0	1.65	0	0	0	142.3	0
1611	99.8	99.8	0	0	1.65	0	0	0	137.25	0
1612	99.7	99.7	0	0	1.65	0	0	0	143.95	0
1613	99.8	99.8	0	0	1.65	0	0	0	137.275	0
1614	99.8	99.8	0	0	1.65	0	0	0	140.625	0
1615	99.8	99.8	0	0	1.65	0	0	0	150.525	0
1617	106.4	106.4	0	0	1.65	0	0	0	142.275	0
1618	99.8	99.8	0	0	1.65	0	0	0	135.6	0
1620	99.8	99.8	0	0	1.65	0	0	0	142.2	0
1621	99.8	99.8	0	0	1.65	0	0	0	123.85	0
1622	99.8	99.8	0	0	1.65	0	0	0	139.1	0
1623	99.8	99.8	0	0	1.65	0	0	0	125.775	0
1624	99.8	99.8	0	0	1.65	0	0	0	136.575	0
1625	99.8	99.8	0	0	1.65	0	0	0	142.1	0
1626	99.8	99.8	0	0	1.65	0	0	0	145.6	0
1627	99.8	99.8	0	0	1.65	0	0	0	144.025	0
1628	99.8	99.8	0	0	1.65	0	0	0	135.8	0
1629	99.8	99.8	0	0	1.65	0	0	0	147.2	0
1630	99.8	99.8	0	0	1.65	0	0	0	143.85	0
1631	99.8	99.8	0	0	1.65	0	0	0	143.85	0
1632	106.5	106.5	0	0	1.65	0	0	0	124.025	0
1633	99.8	99.8	0	0	1.65	0	0	0	144	0
1634	99.8	99.8	0	0	1.65	0	0	0	138.725	0
1635	99.8	99.8	0	0	1.65	0	0	0	137.025	0
1637	99.8	99.8	0	0	1.65	0	0	0	132.325	0
1638	99.8	99.8	0	0	1.65	0	0	0	137.275	0
1639	99.8	99.8	0	0	1.65	0	0	0	133.8	0
1640	99.8	99.8	0	0	1.65	0	0	0	138.95	0
1641	99.8	99.8	0	0	1.65	0	0	0	135.775	0
1642	99.8	99.8	0	0	1.65	0	0	0	128.975	0
1643	99.8	99.8	0	0	1.65	0	0	0	135.575	0
1644	99.8	99.8	0	0	1.65	0	0	0	130.475	0
1645	99.8	99.8	0	0	1.65	0	0	0	141.85	0
1646	99.8	99.8	0	0	1.65	0	0	0	145.425	0
1647	99.7	99.7	0	0	1.65	0	0	0	143.8	0
1648	99.8	99.8	0	0	1.65	0	0	0	130.625	0
1649	99.8	99.8	0	0	1.65	0	0	0	155.45	0
1650	99.8	99.8	0	0	1.65	0	0	0	145.15	0
1651	99.8	99.8	0	0	1.65	0	0	0	135.7	0
1652	99.8	99.8	0	0	1.65	0	0	0	132.35	0
1654	99.8	99.8	0	0	1.65	0	0	0	125.625	0
1655	99.8	99.8	0	0	1.65	0	0	0	138.8	0
1657	99.8	99.8	0	0	1.65	0	0	0	142.45	0
1658	99.8	99.8	0	0	1.65	0	0	0	141.725	0
1659	99.8	99.8	0	0	1.65	0	0	0	135.325	0
1660	106.5	106.5	0	0	1.65	0	0	0	140.6	0
1661	99.8	99.8	0	0	1.65	0	0	0	145.625	0
1662	99.8	99.8	0	0	1.65	0	0	0	130.675	0
1664	99.8	99.8	0	0	1.65	0	0	0	130.65	0
1665	99.8	99.8	0	0	1.65	0	0	0	145.6	0
1667	99.8	99.8	0	0	1.65	0	0	0	136.95	0
1668	99.8	99.8	0	0	1.65	0	0	0	145.6	0
1669	99.8	99.8	0	0	1.65	0	0	0	145.525	0
1670	99.8	99.8	0	0	1.65	0	0	0	137.275	0
1671	99.8	99.8	0	0	1.65	0	0	0	148.875	0
1672	99.8	99.8	0	0	1.65	0	0	0	127.35	0
1674	99.8	99.8	0	0	1.65	0	0	0	143.375	0
1675	99.7	99.7	0	0	1.65	0	0	0	133.85	0
1677	99.8	99.8	0	0	1.65	0	0	0	139	0
1678	99.8	99.8	0	0	1.65	0	0	0	142.05	0
1679	99.8	99.8	0	0	1.65	0	0	0	152.275	0
1680	99.8	99.8	0	0	1.65	0	0	0	140.425	0
1681	99.8	99.8	0	0	1.65	0	0	0	137.25	0
1682	99.8	99.8	0	0	1.65	0	0	0	137.275	0
1684	99.8	99.8	0	0	1.65	0	0	0	127.225	0
1685	99.8	99.8	0	0	1.65	0	0	0	132.125	0
1687	99.8	99.8	0	0	1.65	0	0	0	142.375	0
1688	99.8	99.8	0	0	1.65	0	0	0	144.1	0
1689	99.8	99.8	0	0	1.65	0	0	0	140.45	0
1690	99.8	99.8	0	0	1.65	0	0	0	142.2	0
1691	99.8	99.8	0	0	1.65	0	0	0	137.225	0
1692	99.7	99.7	0	0	1.65	0	0	0	125.825	0
1693	99.8	99.8	0	0	1.65	0	0	0	135.625	0
1694	99.8	99.8	0	0	1.65	0	0	0	136.575	0
1695	99.8	99.8	0	0	1.65	0	0	0	145.6	0
1697	99.8	99.8	0	0	1.65	0	0	0	135.7	0
1698	99.8	99.8	0	0	1.65	0	0	0	135.8	0
1699	99.8	99.8	0	0	1.65	0	0	0	138.725	0
1701	99.8	99.8	0	0	1.65	0	0	0	143.85	0
1702	99.8	99.8	0	0	1.65	0	0	0	144	0
1704	99.8	99.8	0	0	1.65	0	0	0	139.975	0
1705	99.8	99.8	0	0	1.65	0	0	0	145.35	0
1706	99.8	99.8	0	0	1.65	0	0	0	140.725	0
1707	99.8	99.8	0	0	1.65	0	0	0	132.325	0
1708	99.8	99.8	0	0	1.65	0	0	0	133.8	0
1710	99.8	99.8	0	0	1.65	0	0	0	143.975	0
1711	99.8	99.8	0	0	1.65	0	0	0	135.775	0
1712	99.8	99.8	0	0	1.65	0	0	0	135.7	0
1714	106.5	106.5	0	0	1.65	0	0	0	130.475	0
1715	99.8	99.8	0	0	1.65	0	0	0	145.425	0
1717	99.8	99.8	0	0	1.65	0	0	0	135.475	0
1718	99.8	99.8	0	0	1.65	0	0	0	130.625	0
1719	99.8	99.8	0	0	1.65	0	0	0	145.15	0
1721	99.8	99.8	0	0	1.65	0	0	0	150.6	0
1722	99.8	99.8	0	0	1.65	0	0	0	139	0
1724	106.5	106.5	0	0	1.65	0	0	0	128.65	0
1725	99.8	99.8	0	0	1.65	0	0	0	142.175	0
1726	99.8	99.8	0	0	1.65	0	0	0	130.7	0
1727	99.8	99.8	0	0	1.65	0	0	0	142.45	0
1728	99.8	99.8	0	0	1.65	0	0	0	132.15	0
1729	99.8	99.8	0	0	1.65	0	0	0	135.325	0
1730	99.8	99.8	0	0	1.65	0	0	0	133.925	0
1731	99.8	99.8	0	0	1.65	0	0	0	147.15	0
1732	99.8	99.8	0	0	1.65	0	0	0	142.025	0
1734	99.8	99.8	0	0	1.65	0	0	0	132.35	0
1735	99.8	99.8	0	0	1.65	0	0	0	128.9	0
1737	99.8	99.8	0	0	1.65	0	0	0	147.15	0
1738	99.8	99.8	0	0	1.65	0	0	0	145.6	0
1739	99.8	99.8	0	0	1.65	0	0	0	137.275	0
1741	99.8	99.8	0	0	1.65	0	0	0	142.3	0
1742	99.8	99.8	0	0	1.65	0	0	0	147.25	0
1744	99.8	99.8	0	0	1.65	0	0	0	137.25	0
1745	99.8	99.8	0	0	1.65	0	0	0	115.75	0
1746	99.8	99.8	0	0	1.65	0	0	0	147.25	0
1747	99.8	99.8	0	0	1.65	0	0	0	145.525	0
1748	99.8	99.8	0	0	1.65	0	0	0	62.925	0
1749	99.8	99.8	0	0	1.65	0	0	0	152.275	0
1750	99.8	99.8	0	0	1.65	0	0	0	128.725	0
1751	99.8	99.8	0	0	1.65	0	0	0	130.675	0
1752	99.8	99.8	0	0	1.65	0	0	0	140.425	0
1754	99.8	99.8	0	0	1.65	0	0	0	127.325	0
1755	99.8	99.8	0	0	1.65	0	0	0	146.875	0
1757	99.8	99.8	0	0	1.65	0	0	0	148.875	0
1758	106.4	106.4	0	0	1.65	0	0	0	144.1	0
1759	99.8	99.8	0	0	1.65	0	0	0	125.65	0
1761	99.8	99.8	0	0	1.65	0	0	0	21.5	0
1762	99.8	99.8	0	0	1.65	0	0	0	125.825	0
1763	99.7	99.7	0	0	1.65	0	0	0	135.525	0
1764	99.8	99.8	0	0	1.65	0	0	0	148.875	0
1765	99.8	99.8	0	0	1.65	0	0	0	28.125	0
1766	99.8	99.8	0	0	1.65	0	0	0	158.55	0
1767	99.7	99.7	0	0	1.65	0	0	0	1.65	0
1768	99.8	99.8	0	0	1.65	0	0	0	150.55	0
1769	99.8	99.8	0	0	1.65	0	0	0	135.575	0
1771	99.8	99.8	0	0	1.65	0	0	0	124.025	0
1772	99.8	99.8	0	0	1.65	0	0	0	135.4	0
1774	99.8	99.8	0	0	1.65	0	0	0	145.35	0
1776	99.8	99.8	0	0	1.65	0	0	0	132.375	0
1777	99.8	99.8	0	0	1.65	0	0	0	143.725	0
1778	99.8	99.8	0	0	1.65	0	0	0	133.975	0
1780	106.5	106.5	0	0	1.65	0	0	0	138.875	0
1782	99.8	99.8	0	0	1.65	0	0	0	132.45	0
1784	99.8	99.8	0	0	1.65	0	0	0	143.925	0
1785	99.8	99.8	0	0	1.65	0	0	0	134.025	0
1787	99.7	99.7	0	0	1.65	0	0	0	146.225	0
1789	99.8	99.8	0	0	1.65	0	0	0	133.95	0
1791	99.8	99.8	0	0	1.65	0	0	0	143.925	0
1792	99.8	99.8	0	0	1.65	0	0	0	130.4	0
1794	99.8	99.8	0	0	1.65	0	0	0	142.175	0
1796	99.8	99.8	0	0	1.65	0	0	0	133.7	0
1797	99.8	99.8	0	0	1.65	0	0	0	141.825	0
1798	99.8	99.8	0	0	1.65	0	0	0	132.15	0
1799	99.8	99.8	0	0	1.65	0	0	0	140.575	0
1801	99.8	99.8	0	0	1.65	0	0	0	147.2	0
1802	99.8	99.8	0	0	1.65	0	0	0	138.75	0
1804	99.8	99.8	0	0	1.65	0	0	0	133.95	0
1805	99.8	99.8	0	0	1.65	0	0	0	122.425	0
1807	99.8	99.8	0	0	1.65	0	0	0	124.05	0
1809	99.8	99.8	0	0	1.65	0	0	0	122.45	0
1811	99.8	99.8	0	0	1.65	0	0	0	137.425	0
1812	99.8	99.8	0	0	1.65	0	0	0	132.225	0
1814	99.8	99.8	0	0	1.65	0	0	0	115.75	0
1816	99.8	99.8	0	0	1.65	0	0	0	74.55	0
1818	99.8	99.8	0	0	1.65	0	0	0	62.925	0
1819	99.8	99.8	0	0	1.65	0	0	0	41.35	0
1821	99.8	99.8	0	0	1.65	0	0	0	21.55	0
1822	99.8	99.8	0	0	1.65	0	0	0	23.15	0
1824	99.8	99.8	0	0	1.65	0	0	0	21.525	0
1825	99.8	99.8	0	0	1.65	0	0	0	26.475	0
1827	99.8	99.8	0	0	1.65	0	0	0	24.85	0
1829	99.8	99.8	0	0	1.65	0	0	0	23.175	0
1831	99.8	99.8	0	0	1.65	0	0	0	21.5	0
1832	99.8	99.8	0	0	1.65	0	0	0	23.175	0
1834	99.8	99.8	0	0	1.65	0	0	0	28.125	0
1836	99.8	99.8	0	0	1.65	0	0	0	1.65	0
1838	99.8	99.8	0	0	1.65	0	0	0	0	0
1839	99.8	99.8	0	0	1.65	0	0	0	0	0
1841	99.8	99.8	0	0	1.65	0	0	0	1.65	0
1843	99.8	99.8	0	0	1.65	0	0	0	0	0
1845	99.8	99.8	0	0	1.65	0	0	0	0	0
1846	99.8	99.8	0	0	1.65	0	0	0	0	0
1848	99.8	99.8	0	0	1.65	0	0	0	1.65	0
1850	106.5	106.5	0	0	1.65	0	0	0	3.325	0
1852	99.8	99.8	0	0	1.65	0	0	0	0	0
1853	99.8	99.8	0	0	1.65	0	0	0	0	0
1855	99.8	99.8	0	0	1.65	0	0	0	0	0
1856	99.8	99.8	0	0	1.65	0	0	0	0	0
1857	99.8	99.8	0	0	1.65	0	0	0	3.3	0
1859	99.8	99.8	0	0	1.65	0	0	0	1.65	0
1861	99.8	99.8	0	0	1.65	0	0	0	0	0
1863	99.8	99.8	0	0	1.65	0	0	0	0	0
1865	99.8	99.8	0	0	1.65	0	0	0	3.325	0
1866	99.8	99.8	0	0	1.65	0	0	0	1.65	0
1868	99.7	99.7	0	0	1.65	0	0	0	0	0
1870	99.8	99.8	0	0	1.65	0	0	0	0	0
1872	99.8	99.8	0	0	1.65	0	0	0	1.65	0
1873	99.8	99.8	0	0	1.65	0	0	0	0	0
1875	99.8	99.8	0	0	1.65	0	0	0	0	0
1877	99.8	99.8	0	0	1.65	0	0	0	0	0
1879	99.8	99.8	0	0	1.65	0	0	0	0	0
1880	99.8	99.8	0	0	1.65	0	0	0	1.65	0
1882	99.8	99.8	0	0	1.65	0	0	0	0	0
1884	99.8	99.8	0	0	1.65	0	0	0	21.2	0
1886	99.8	99.8	0	0	1.65	0	0	0	21.525	0
1887	99.8	99.8	0	0	1.65	0	0	0	23.175	0
1889	99.8	99.8	0	0	1.65	0	0	0	1.65	0
1891	99.7	99.7	0	0	1.65	0	0	0	0	0
1893	99.8	99.8	0	0	1.65	0	0	0	1.65	0
1895	99.8	99.8	0	0	1.65	0	0	0	0	0
1897	99.8	99.8	0	0	1.65	0	0	0	1.65	0
1898	99.8	99.8	0	0	1.65	0	0	0	3.3	0
1900	99.8	99.8	0	0	1.65	0	0	0	0	0
1902	99.8	99.8	0	0	1.65	0	0	0	1.65	0
1904	99.8	99.8	0	0	1.65	0	0	0	0	0
1906	99.8	99.8	0	0	1.65	0	0	0	1.65	0
1907	99.8	99.8	0	0	1.65	0	0	0	0	0
