1402518880	14554.25
1402518881	14554.25
1402518882	14554.25
1402518883	14554.25
1402518884	14554.25
1402518885	14554.25
1402518886	14611.5
1402518887	14611.5
1402518888	14611.5
1402518889	14611.5
1402518890	14611.5
1402518891	14667.75
1402518892	14554.75
1402518893	14554.75
1402518894	14554.75
1402518895	14554.75
1402518896	14554.75
1402518897	14554.75
1402518898	14554.75
1402518899	14554.75
1402518900	14554.75
1402518901	14612.5
1402518903	14612.5
1402518904	14497.5
1402518905	14497.5
1402518906	14497.5
1402518907	14553.75
1402518908	14611
1402518909	14611
1402518910	14611
1402518911	14611
1402518912	14611
1402518913	14611
1402518914	14611
1402518915	14611
1402518916	14667.75
1402518917	14724.5
1402518918	14724.5
1402518919	14667.75
1402518920	14667.75
1402518921	14667.75
1402518922	14725.5
1402518923	14725.5
1402518924	14725.5
1402518925	14782.25
1402518926	14782.25
1402518927	14782.25
1402518928	14782.25
1402518930	14782.25
1402518932	14782.25
1402518933	14782.25
1402518934	14839
1402518935	14839
1402518936	14839
1402518937	14839
1402518938	14839
1402518939	14839
1402518940	14839
1402518941	14839
1402518942	14839
1402518943	14897.25
1402518944	14897.25
1402518945	14897.25
1402518946	14897.25
1402518947	14897.25
1402518948	14897.25
1402518949	14897.25
1402518950	14954.5
1402518951	14954.5
1402518952	14840.5
1402518953	14840.5
1402518954	14840.5
1402518955	14840.5
1402518957	14840.5
1402518959	14840.5
1402518960	14840.5
1402518961	14840.5
1402518962	14840.5
1402518963	14840.5
1402518964	14724.5
1402518965	14781.75
1402518966	14781.75
1402518967	14781.75
1402518968	14781.75
1402518969	14781.75
1402518970	14781.75
1402518971	14839.5
1402518972	14839.5
1402518973	14839.5
1402518974	14839.5
1402518975	14839.5
1402518976	14839.5
1402518977	14782.25
1402518978	14782.25
1402518979	14669.25
1402518980	14669.25
1402518981	14669.25
1402518982	14669.25
1402518984	14669.25
1402518985	14669.25
1402518987	14669.25
1402518988	14725.5
1402518989	14783.75
1402518990	14725.5
1402518991	14775.5
1402518992	14782.25
1402518993	14840.5
1402518994	14840.5
1402518995	14840.5
1402518996	15598.25
1402518997	16622
1402518998	17235
1402518999	17481.5
1402519000	17481.5
1402519001	18502.5
1402519002	19352.75
1402519003	19419
1402519005	19619.25
1402519006	19686
1402519008	19752.25
1402519010	19752.25
1402519011	19819
1402519012	19819
1402519013	19752.25
1402519014	19752.25
1402519015	19752.25
1402519016	19752.25
1402519017	19752.25
1402519018	19752.25
1402519019	19819
1402519020	19819
1402519021	19751.25
1402519023	19751.25
1402519024	19617.25
1402519026	19617.25
1402519027	19617.25
1402519028	19617.25
1402519029	19684
1402519030	19684
1402519031	19684
1402519032	19684
1402519033	19751.25
1402519034	19751.25
1402519035	19954.5
1402519036	19954.5
1402519037	19954.5
1402519038	19954.5
1402519040	19955
1402519041	19955
1402519043	20022.75
1402519045	20022.75
1402519046	20022.75
1402519047	20022.75
1402519048	20022.75
1402519049	20022.75
1402519050	20022.75
1402519051	20022.75
1402519052	20022.75
1402519053	20091
1402519054	20023.75
1402519055	20023.75
1402519057	20090.5
1402519058	20092.5
1402519059	20092.5
1402519061	20159.25
1402519063	20159.25
1402519064	20159.25
1402519065	20159.25
1402519066	20159.25
1402519067	20159.25
1402519068	20159.25
1402519069	20159.25
1402519070	20023.25
1402519071	19956.5
1402519073	19822.5
1402519075	19822.5
1402519076	19822.5
1402519077	19755.75
1402519079	19755.75
1402519080	19957.5
1402519081	20024.25
1402519082	20093.5
1402519083	20093.5
1402519084	20022.75
1402519085	20022.75
1402519086	20022.75
1402519087	20022.75
1402519088	20091.5
1402519090	20091.5
1402519091	20091.5
1402519092	20091.5
1402519093	20091.5
1402519094	20091.5
1402519096	20091.5
1402519097	20091.5
1402519098	20091.5
1402519099	20091.5
1402519100	19959.5
1402519101	19959.5
1402519102	19959.5
1402519103	19959.5
1402519104	20028.75
1402519106	20028.75
1402519107	20028.75
1402519108	20160.75
1402519109	20160.75
1402519110	20160.75
1402519111	20160.75
1402519112	20160.75
1402519114	20160.75
1402519115	20160.75
1402519116	20160.75
1402519117	20026.75
1402519118	19820.5
1402519119	19820.5
1402519120	19820.5
1402519121	19820.5
1402519123	19820.5
1402519124	19820.5
1402519125	19820.5
1402519126	19820.5
1402519127	19820.5
1402519128	19820.5
1402519130	19820.5
1402519131	19820.5
1402519132	19685.5
1402519133	19685.5
1402519134	19685.5
1402519135	19685.5
1402519136	19685.5
1402519138	19685.5
1402519140	19752.25
1402519141	19686
1402519142	19618.25
1402519143	19686
1402519144	19551
1402519145	19551
1402519147	19551
1402519149	19751.75
1402519150	19751.75
1402519151	19751.75
1402519152	19751.75
1402519153	19751.75
1402519154	19751.75
1402519156	19751.75
1402519158	19819.5
1402519159	19819.5
1402519160	19686.5
1402519161	19686.5
1402519162	19754.25
1402519163	19754.25
1402519165	19754.25
1402519166	20159.25
1402519167	20159.25
1402519168	20159.25
1402519169	20159.25
1402519170	20226
1402519172	20226
1402519174	20226
1402519175	20226
1402519176	20265
1402519177	20294.25
1402519178	20161.25
1402519179	20161.25
1402519180	20227.5
1402519182	20294.25
1402519183	20294.25
1402519184	20294.25
1402519185	20294.25
1402519186	20432.25
1402519188	20432.25
1402519189	20432.25
1402519191	20432.25
1402519192	20432.25
1402519193	20297.25
1402519194	20364.5
1402519196	20364.5
1402519198	20364.5
1402519199	20364.5
1402519200	20364.5
1402519201	20364.5
1402519202	20364.5
1402519204	20364.5
1402519205	20226.5
1402519207	20226.5
1402519208	20226.5
1402519209	20226.5
1402519210	20226.5
1402519211	20226.5
1402519212	20226.5
1402519214	20293.75
1402519215	20293.75
1402519216	20293.75
1402519217	20293.75
1402519218	20363
1402519220	20293.75
1402519221	20225
1402519222	20293.75
1402519224	20293.75
1402519225	20362.5
1402519226	20362.5
1402519227	20362.5
1402519229	20362.5
1402519230	20362.5
1402519231	20362.5
1402519233	20362.5
1402519234	20430.25
1402519236	20430.25
1402519237	20293.75
1402519238	20226.5
1402519239	20226.5
1402519241	20365.5
1402519242	20500.5
1402519243	20500.5
1402519245	20502
1402519246	20502
1402519247	20502
1402519248	20502
1402519250	20705.25
1402519252	20705.25
1402519253	20569.25
1402519254	20569.25
1402519255	20569.25
1402519257	20569.25
1402519258	20569.25
1402519259	20569.25
1402519260	20569.25
1402519261	20569.25
1402519263	20569.25
1402519264	20569.25
1402519265	20499.5
1402519266	20430.25
1402519268	20430.25
1402519269	20430.25
1402519270	20430.25
1402519272	20566.25
1402519273	20498.5
1402519274	20498.5
1402519275	20498.5
1402519276	20498.5
1402519277	20429.75
1402519279	20429.75
1402519280	20293.75
1402519281	20293.75
1402519282	20156.75
1402519284	20225
1402519286	20292.75
1402519288	20292.75
1402519289	20292.75
1402519290	20292.75
1402519291	20224.5
1402519292	20224.5
1402519293	20224.5
1402519294	20157.25
1402519295	20157.25
1402519297	20294.5
1402519298	20161.25
1402519300	15175
1402519301	20298.25
1402519303	20298.25
1402519305	20298.25
1402519306	20298.25
1402519307	20298.25
1402519308	20298.25
1402519309	20364.5
1402519310	20295.25
1402519311	20295.25
1402519312	20295.25
1402519314	20161.25
1402519315	20161.25
1402519316	20161.25
1402519317	20161.25
1402519318	20161.25
1402519319	20161.25
1402519320	20161.25
1402519322	20230.5
1402519323	20230.5
1402519324	20230.5
1402519325	20092.5
1402519326	20092.5
1402519327	20092.5
1402519328	20092.5
1402519329	20092.5
1402519331	20092.5
1402519332	20092.5
1402519333	20092.5
1402519334	20092.5
1402519335	20092.5
1402519336	20092.5
1402519337	20092.5
1402519339	20092.5
1402519340	20573.75
1402519341	20436.75
1402519342	20436.75
1402519343	20436.75
1402519344	20436.75
1402519345	20503.5
1402519346	20435.75
1402519348	20435.75
1402519349	20435.25
1402519351	20435.25
1402519352	20435.25
1402519354	20435.25
1402519355	20435.25
1402519357	20435.25
1402519358	20297.25
1402519359	20295.25
1402519360	20501.5
1402519361	20501.5
1402519362	20501.5
1402519363	20501.5
1402519365	20501.5
