0	0.5	0.5	1	0.9	0.9	0.9125	0.7	0.9	0.875	1
1	0.5	0.5	1	0.9	0.9	0.9125	0.8	0.95	0.875	1
2	0.5	0.5	1	0.9	0.9	0.9125	0.7	0.9	0.875	1
4	0.5	0.5	1	0.9	0.9	0.9125	0.7	0.9	0.875	1
6	0.5	0.5	1	0.9	0.9	0.9125	0.7	0.9	0.875	1
8	0.5	0.5	1	0.9	0.9	0.9125	1.3	0.9	0.875	1
9	0.5	0.5	1	0.9	0.9	0.9125	0.7	0.9	0.875	1
11	0.5	0.5	1	0.9	0.9	0.9125	0.7	0.9	0.875	1
13	0.5	0.5	1	0.9	1.075	1.0625	0.7	0.9	0.875	1
14	0.5	0.5	1	0.9	0.9	0.9125	1.7	2.2	0.875	1
15	0.5	0.5	1	0.9	0.9	1.0875	0.7	0.9	0.875	1
16	0.5	0.5	1.5	0.9	0.9	0.9125	0.7	0.9	0.875	1.75
17	4.9	4.7	1	0.9	0.9	1.0875	0.7	0.9	0.875	1
18	0.5	0.5	1	0.9	0.9	0.9125	0.7	0.9	0.875	1.8125
20	0.5	0.5	1	0.9	1.2	0.9125	0.7	0.9	0.875	1
22	0.5	0.5	1	0.9	0.9	0.9125	0.7	0.9	0.875	1
24	6.3	6.4	1	0.9	0.9	0.9125	0.7	0.9	0.875	1
25	0.5	0.5	1	0.9	1.2	0.9125	0.7	0.9	0.875	1
27	0.5	0.5	1	0.9	0.9	0.9125	0.7	0.9	0.875	1
29	0.5	0.5	1	0.9	0.9	0.9125	0.7	0.9	0.875	1
31	7.6	9	1	0.9	0.9	0.9125	0.7	0.9	0.875	1
33	0.5	0.5	1	0.9	0.9	0.9125	0.8	0.9	4.85	1
35	0.5	0.5	1	0.9	0.9	0.9125	1.8	6.9	0.875	1
36	0.5	0.5	1	0.9	0.9	0.9125	0.9	0.9	0.875	1
38	8.4	8.5	1	0.9	0.9	0.9125	1.1	0.9	0.875	1
40	0.5	0.5	1	0.9	0.9	1.1	1.3	0.9	5.275	1
42	0.5	0.5	1	0.9	0.9	0.9125	1.3	8.15	0.875	1
43	0.5	0.5	1	0.9	0.9	0.9125	1.4	0.9	0.875	1
45	0.5	0.5	1	0.9	0.9	0.9125	1.6	0.9	0.875	1
47	0.5	0.5	1	0.9	1.025	0.9125	1.8	0.9	5.425	1
49	0.5	0.5	1	0.9	0.9	0.9125	2	9.45	0.875	1
51	0.5	0.5	1	0.9	0.9	1.0125	2.1	0.9	0.875	1
52	0.5	0.5	1	0.9	1	0.9375	2.1	0.95	0.875	1
54	0.5	0.5	1	0.9	1	1	2.1	1	0.875	1
56	0.5	0.5	1	0.9	0.9	1	2.1	10.7	0.875	1
58	0.5	0.5	1	0.9	0.9	1	2.1	1.3	0.875	1
59	0.5	0.5	1	0.9	0.925	1	2.1	1.5	0.875	1
61	0.5	0.5	1	0.9	0.9	1.025	1.5	1.6	0.875	1
63	0.5	0.5	1	1	0.9	1.0375	1.9	1.7	0.875	1
65	0.5	0.5	1	1.1	0.9	1.0625	1.9	2.2	0.875	1
66	0.5	0.5	1	1.1	0.9	0.975	1.8	2.85	0.875	2.175
68	0.5	0.5	1	1.2	0.9	1.0875	1.6	12.95	0.875	1
70	0.5	0.5	1	1.25	0.9	1.0875	1.7	3.75	0.875	1
72	0.5	0.5	1	1.3	0.9	1.1	1.6	4.35	0.875	1
74	38.8	40.7	1	1.4	0.825	0.9	1.6	4.5	6.7	1
75	0.5	0.5	1	1.4	0.9	1.1	1.5	14.65	0.875	1
76	0.5	0.5	1	1.45	0.9	1.1	1.6	4.55	0.875	1
77	0.5	0.5	1	1.5	0.9	1.1	1.5	5.1	0.875	1
79	0.5	0.5	1	1.5	0.85	1.1	1.5	5.75	0.875	1
81	50.4	52.6	1	1.5	0.875	1.1	1.6	15.25	7.275	1
83	0.5	0.5	1	1.4	0.925	1.1	1.4	5.9	0.875	1
85	0.5	0.5	1	1.4	0.95	1.1	1.4	6.9	0.875	1
86	0.5	0.5	1	1.35	0.875	1.1	1.4	6.9	0.875	2.725
88	60	61.5	1.1	1.3	0.875	1.1	1.7	17.7	7.85	1
90	0.5	0.5	1.1	1.3	1.025	1.1	1.5	8.15	0.875	1
92	0.5	0.5	1.1	1.2	1.025	1.1	1.5	8.15	0.875	1
93	0.5	0.5	1.1	1.3	0.875	0.8	1.5	8.15	0.875	3.0875
94	0.5	0.5	1.1	1.2	1.05	1.1	1.5	8.6	0.875	1
95	64	0.5	1.2	1.2	1.075	1.1	1.7	18.15	8.25	1
97	0.5	0.5	1.3	1.2	1.125	1.1	1.6	9.45	0.875	1
99	0.5	0.5	1.4	1.15	1.15	1.05	1.6	9.45	0.875	1
101	0.5	0.5	1.5	1.1	1.2	0.775	1.9	18.85	0.875	1
102	61.8	66.6	1.5	1.1	1.2	1.025	1.6	10.1	0.875	1
104	0.5	0.5	2.2	1.1	1.2	1	1.5	10.65	0.875	1
106	0.5	0.5	1.6	1.1	0.85	1	1.5	10.65	0.875	1
108	0.5	0.5	1.5	1.1	0.85	1	1.9	19.7	0.875	1
110	0.5	0.5	1.5	1.05	1.2	1	1.6	12	0.875	1
112	0.5	0.5	1.5	1.05	1.2	1	1.6	12	0.9	4.025
113	0.5	0.5	1.5	1.3	0.875	1	1.6	12	0.9	1
115	0.5	0.5	1.5	1.05	0.875	1	1.6	12.6	0.9	1
117	0.5	0.5	1.5	1.05	1.2	0.975	1.7	12.9	1.025	1
119	0.5	0.5	1.6	1.05	1.15	0.95	1.7	12.95	1.125	4.5125
120	0.5	0.5	1.6	1.3	0.875	0.7	1.7	13.35	1.225	1
121	0.5	0.5	1.6	1.05	1.15	0.9125	2.4	21.45	1.325	4.5875
122	0.5	0.5	1.6	1.05	0.875	0.9	1.7	13.35	10.65	1
124	51.5	0.5	2.3	1.05	1.1	0.9	1.7	14.25	1.75	1
126	0.5	0.5	1.6	1.05	1.1	0.9	1.7	14.65	2.35	1
127	0.5	0.5	1.6	1.45	0.875	0.7	1.7	22.05	2.475	4.95
128	0.5	0.5	1.6	1.05	1.1	0.9	1.9	14.9	2.525	1
130	0.5	0.5	1.6	1.1	1.025	0.9	1.9	15.25	3.25	1
131	82.6	0.5	2.5	1.15	1	0.9	1.9	15.25	3.325	1
133	0.5	0.5	1.6	1.85	0.925	0.8625	1.9	16.05	3.55	1
135	0.5	0.5	1.6	1.25	0.95	0.825	1.9	17.1	11.75	1
137	0.5	0.5	1.6	1.25	1	0.8125	1.9	17.7	4.375	1
138	0.5	0.5	2.8	1.25	1	0.75	1.9	17.7	4.375	1
140	0.5	0.5	1.6	2.05	1.05	0.7625	1.9	22.15	4.65	1
141	0.5	0.5	1.6	1.25	0.925	0.8	1.9	17.7	4.8	1
143	0.5	0.5	1.6	1.25	0.9	0.8	2	18.1	4.825	1
144	0.5	0.5	4.6	1.25	0.9	0.8	2	18.15	4.85	1
146	0.5	0.5	1.6	1.25	0.9	0.8	2	18.15	5.125	1
148	0.5	0.5	1.6	1.25	0.9	0.8	2	18.15	12.9	1
150	0.5	0.5	1.7	1.25	0.9	0.8	2.2	18.3	5.25	1
151	0.5	0.5	6.7	1.25	0.9	0.775	2.2	18.85	5.275	1
153	0.5	0.5	1.7	2.05	0.9	0.775	2.4	24.9	5.4	6.6
154	0.5	0.5	1.7	1.3	0.85	0.8	2.4	18.85	5.4	1
156	0.5	0.5	1.7	1.25	0.825	0.7875	2.4	18.85	5.4	1
157	0.5	0.5	7.7	1.25	0.825	0.725	2.4	19.7	5.4	1
158	0.5	0.5	1.7	1.25	0.85	0.7875	2.4	19.7	5.425	1
159	86.7	0.5	1.7	1.25	0.85	0.725	2.4	19.7	5.425	1
161	0.5	0.5	1.7	1.25	0.85	0.7	2.4	20.1	13.575	1
162	0.5	0.5	1.7	1.25	1.15	0.7	2.4	20.1	5.475	7.1375
164	0.5	0.5	7.6	1.25	0.875	0.7	2.5	20.1	5.525	1
165	0.5	0.5	2	1.3	0.875	0.7	2.5	20.5	5.575	1
167	0.5	0.5	2.2	2.2	1.15	0.7	2.5	20.5	5.75	1
169	0.5	0.5	2.4	1.3	1.15	0.7875	2.5	20.5	5.775	1
170	0.5	0.5	2.4	1.3	0.875	0.7	2.6	20.5	5.775	1
171	0.5	0.5	7.5	1.3	0.875	0.7875	2.7	21.45	5.875	1
172	0.5	0.5	2.4	1.3	0.875	0.7	2.7	21.45	5.925	1
173	86	0.5	2.3	2.2	0.875	0.7	2.7	26.2	5.925	7.725
175	0.5	0.5	2.3	1.3	0.875	0.7	2.7	22.05	5.975	7.8
176	0.5	0.5	2.3	1.3	0.875	0.8	2.9	22.05	6.175	1
177	0.5	0.5	7.4	1.3	0.875	0.7	3.2	22.05	6.175	1
178	0.5	0.5	2.3	1.3	0.875	0.7875	3.2	22.05	6.2	1
179	0.6	0.6	2.3	1.3	0.875	0.7	3.2	26.5	6.2	1
181	0.8	0.8	2.2	1.3	1.2	0.8	3.2	22.05	6.25	1
182	1.1	1.1	2.2	1.3	0.875	0.7	3.2	22.1	6.525	8.175
183	1.4	1.4	2.2	1.3	0.875	0.8	3.2	22.1	6.575	1
184	1.6	1.6	7.3	1.3	0.85	0.7	3.2	22.15	6.6	1
185	2.2	2.2	2.2	1.35	0.85	0.7	3.2	22.15	6.7	1
187	3	60.2	2.2	2.15	1.25	0.725	3.2	22.15	14.775	1
189	3	3	2.2	1.45	1.225	0.75	3.2	22.15	7.1	1
191	5.2	5.2	2.2	1.7	0.85	0.7625	3.3	22.15	7.1	1
193	4.6	4.6	2.2	2.75	0.875	0.7625	3.3	23.85	7.525	1
194	4.9	59.2	2.2	1.85	0.875	0.8875	3.3	26.5	15.225	8.4625
196	4.7	4.7	2.2	1.95	1.275	0.925	3.5	24.45	7.525	1
198	7.3	7.3	2.2	2.1	0.875	0.975	3.5	27.85	7.75	1
199	7.4	7.4	2.2	2.1	0.875	0.8	4.6	24.45	7.85	1
200	6.1	6.1	2.2	3.55	0.875	0.8	3.5	28.85	15.4	1
201	6.3	60.1	2.3	2.05	1.475	1.0375	3.5	24.45	8	8.6875
203	6.4	6.4	2.4	2.05	0.875	1.1375	3.5	24.9	8	8.75
204	6.8	6.8	2.4	2.05	0.875	0.8	3.5	24.9	8	1
206	7.2	7.2	2.4	2.05	0.875	0.8	3.5	24.95	8.25	1
207	7.4	7.4	2.3	4.4	0.875	0.7875	3.6	28.85	8.425	8.9
209	7.6	7.6	2.3	2.05	0.875	0.7875	3.8	25.3	8.425	1
211	8.9	8.9	2.3	2.05	0.925	0.7875	6.3	28.85	8.525	1
213	8.2	8.2	2.4	4.4	0.925	0.8	4.2	25.75	16.2	1
214	8.4	8.4	2.4	2.05	1.7	1.3375	4.2	28.9	8.875	9.1625
215	61.1	8.4	2.4	2.1	0.925	0.7875	4.2	25.9	8.875	1
217	8.5	8.5	14.5	2.2	0.95	0.7875	6	25.9	9.125	1
219	8.7	8.7	2.5	2.2	1.025	1.4875	4.2	25.9	16.5	1
220	8.8	8.8	2.5	4.45	1.05	0.7875	4.2	30.45	9.275	1
221	8.8	8.8	2.5	2.2	1.675	0.7875	4.4	25.9	16.8	9.55
222	37.3	9.4	2.5	2.2	1.05	0.7875	4.7	25.9	9.525	1
224	9.7	9.7	2.5	2.2	1.125	0.7875	6	26.2	9.65	1
225	10.2	10.2	2.8	2.2	1.125	1.5875	4.6	26.2	9.65	1
227	10.9	10.9	3.6	2.2	1.15	1.6375	4.6	26.5	10.025	1
228	11.4	11.4	4	2.2	1.675	0.8	4.6	26.5	10.1	1
230	12	12	4.3	2.2	1.2	0.7875	6	26.5	10.325	1
232	13.3	13.3	5.1	2.2	1.2	0.8	4.6	26.5	10.65	1
234	15.4	15.4	5.9	2.2	1.675	0.8	4.6	26.5	17.5	1
236	35.3	35.3	23.1	2.2	1.65	0.8125	6	26.5	10.825	1
237	17.8	17.8	6.7	2.15	1.175	0.8375	4.5	31.7	10.875	1
239	20.6	20.6	7.6	4.35	1.175	0.85	4.9	26.5	17.8	1
241	24	24	7.7	2.15	1.6	0.85	5.7	26.5	10.9	1
243	35.3	35.3	7.7	2.15	1.15	1.7125	6.3	26.5	11.375	1
244	26.9	26.9	7.7	2.1	1.15	0.8625	6.3	33.4	11.375	10.6625
245	28.5	28.5	7.7	2.1	1.15	1.7	6.4	26.5	18.225	1
246	30.1	30.1	7.6	4.35	1.15	0.8875	6.4	33.4	11.75	1
247	32.1	32.1	7.6	2.1	1.15	0.925	6.1	27.85	18.225	1
249	35.7	35.7	7.6	2.15	1.15	0.975	6	27.85	11.85	1
251	37.2	37.2	7.6	2.45	1.15	0.9875	6	28.85	12.05	1
